temp_max,temp_min,temp_mean,rh_max,rh_min,rh_mean,ws_max,ws_gust_max,ws_mean,precip,rain,et0,station,lat,lon,date
4.8,0.3,2.4,70,49,59,5.97,13.2,3.54,0.1,0.0,1.26,양양,38.0753,128.6219,2024-11-28
5.5,-2.0,1.6,63,41,51,7.03,16.4,5.64,0.0,0.0,1.88,양양,38.0753,128.6219,2024-11-29
9.5,0.4,4.7,76,44,59,7.11,16.0,4.21,0.0,0.0,1.71,양양,38.0753,128.6219,2024-11-30
12.7,2.4,7.1,90,44,66,3.04,6.2,1.98,1.1,1.1,1.32,양양,38.0753,128.6219,2024-12-01
14.0,6.0,9.4,87,47,69,3.7,8.2,2.1,0.0,0.0,1.31,양양,38.0753,128.6219,2024-12-02
7.1,0.3,3.1,54,20,42,4.82,11.6,3.69,0.0,0.0,1.96,양양,38.0753,128.6219,2024-12-03
5.9,-0.7,2.2,56,21,37,7.59,16.9,4.31,0.0,0.0,2.16,양양,38.0753,128.6219,2024-12-04
7.0,-0.9,3.0,65,28,45,8.5,18.9,4.02,0.0,0.0,1.86,양양,38.0753,128.6219,2024-12-05
5.6,0.1,2.7,50,22,32,7.74,16.7,5.64,0.0,0.0,2.51,양양,38.0753,128.6219,2024-12-06
4.7,-1.3,0.7,49,27,40,8.69,19.8,5.56,0.0,0.0,2.13,양양,38.0753,128.6219,2024-12-07
4.5,-2.5,0.1,51,27,39,6.39,18.1,4.28,0.0,0.0,1.89,양양,38.0753,128.6219,2024-12-08
7.6,-2.0,1.7,50,17,34,4.4,8.9,3.47,0.0,0.0,2.05,양양,38.0753,128.6219,2024-12-09
8.5,-0.3,2.6,53,27,44,4.35,8.9,3.04,0.0,0.0,1.84,양양,38.0753,128.6219,2024-12-10
5.8,1.3,3.2,99,47,74,3.96,8.9,2.39,13.0,12.2,0.74,양양,38.0753,128.6219,2024-12-11
4.5,-1.4,1.4,84,45,67,3.88,8.2,2.65,0.0,0.0,1.21,양양,38.0753,128.6219,2024-12-12
5.7,-0.7,1.5,57,30,43,4.84,10.9,3.46,0.0,0.0,1.72,양양,38.0753,128.6219,2024-12-13
3.2,-3.7,-0.7,54,24,41,8.23,18.5,5.78,0.0,0.0,2.0,양양,38.0753,128.6219,2024-12-14
4.7,-1.4,1.1,57,27,40,7.45,18.4,4.59,0.0,0.0,1.92,양양,38.0753,128.6219,2024-12-15
3.9,-2.0,0.3,70,26,42,5.25,12.3,2.89,0.0,0.0,1.52,양양,38.0753,128.6219,2024-12-16
4.6,-1.6,0.4,50,22,34,5.22,11.7,3.47,0.0,0.0,1.87,양양,38.0753,128.6219,2024-12-17
3.6,-4.9,-0.9,68,28,47,4.46,10.0,3.16,0.0,0.0,1.42,양양,38.0753,128.6219,2024-12-18
8.1,-3.9,0.8,62,13,39,4.52,9.5,2.67,0.0,0.0,1.71,양양,38.0753,128.6219,2024-12-19
5.2,0.3,2.0,68,30,44,6.35,14.3,3.81,0.0,0.0,1.67,양양,38.0753,128.6219,2024-12-20
4.0,-3.4,1.6,77,40,59,6.61,14.3,4.03,0.3,0.1,1.39,양양,38.0753,128.6219,2024-12-21
0.4,-6.9,-3.5,59,32,47,6.76,13.3,5.38,0.0,0.0,1.54,양양,38.0753,128.6219,2024-12-22
4.9,-3.2,0.4,51,29,42,6.96,15.0,5.66,0.0,0.0,2.05,양양,38.0753,128.6219,2024-12-23
6.8,-4.0,0.3,56,27,45,4.35,9.4,2.98,0.0,0.0,1.6,양양,38.0753,128.6219,2024-12-24
5.4,-0.9,2.3,61,39,48,5.35,12.9,3.54,0.0,0.0,1.52,양양,38.0753,128.6219,2024-12-25
5.2,-3.5,2.0,65,28,44,9.16,20.3,5.93,0.0,0.0,2.07,양양,38.0753,128.6219,2024-12-26
0.6,-5.6,-2.8,42,25,36,9.23,20.1,7.97,0.0,0.0,2.04,양양,38.0753,128.6219,2024-12-27
0.1,-6.6,-3.3,46,25,37,8.49,19.8,7.01,0.0,0.0,1.9,양양,38.0753,128.6219,2024-12-28
4.5,-2.9,0.3,64,27,42,6.06,16.1,3.44,0.0,0.0,1.63,양양,38.0753,128.6219,2024-12-29
9.3,-0.1,4.6,81,43,63,5.82,12.5,2.23,0.0,0.0,1.11,양양,38.0753,128.6219,2024-12-30
5.6,-1.6,2.1,64,24,39,5.6,12.6,4.53,0.0,0.0,2.13,양양,38.0753,128.6219,2024-12-31
5.1,-6.0,-1.5,66,9,28,4.44,9.3,2.59,0.0,0.0,1.72,삼척,37.4491,129.1651,2022-01-01
6.2,-1.6,2.0,58,35,45,5.48,13.0,3.77,0.0,0.0,1.78,삼척,37.4491,129.1651,2022-01-02
4.5,-4.1,0.3,57,22,35,5.98,13.6,3.58,0.0,0.0,1.8,삼척,37.4491,129.1651,2022-01-03
4.5,-1.5,1.2,65,29,48,4.65,11.2,3.07,0.0,0.0,1.59,삼척,37.4491,129.1651,2022-01-04
4.8,-2.6,0.8,90,35,63,2.43,5.2,1.71,2.4,0.8,0.9,삼척,37.4491,129.1651,2022-01-05
6.5,-1.9,1.1,78,29,60,5.91,13.1,2.75,0.0,0.0,1.4,삼척,37.4491,129.1651,2022-01-06
7.7,-4.3,0.4,68,16,47,3.5,7.5,2.01,0.0,0.0,1.52,삼척,37.4491,129.1651,2022-01-07
8.0,-1.4,2.7,64,34,42,8.04,17.5,4.88,0.0,0.0,2.21,삼척,37.4491,129.1651,2022-01-08
7.2,0.1,4.1,77,54,67,4.4,14.6,2.14,0.0,0.0,1.19,삼척,37.4491,129.1651,2022-01-09
8.5,-1.3,3.2,78,38,62,3.1,7.6,1.65,0.0,0.0,1.3,삼척,37.4491,129.1651,2022-01-10
3.0,-5.7,-1.1,64,26,42,6.75,15.0,4.91,0.1,0.0,1.74,삼척,37.4491,129.1651,2022-01-11
1.2,-7.4,-3.8,36,22,30,7.48,16.9,4.76,0.0,0.0,1.94,삼척,37.4491,129.1651,2022-01-12
-1.5,-6.3,-3.9,35,25,29,8.81,20.4,7.14,0.0,0.0,2.07,삼척,37.4491,129.1651,2022-01-13
4.4,-7.5,-2.8,53,11,29,5.31,12.5,3.05,0.0,0.0,1.78,삼척,37.4491,129.1651,2022-01-14
6.3,-2.2,1.8,77,20,35,3.8,8.4,2.44,0.0,0.0,1.69,삼척,37.4491,129.1651,2022-01-15
5.3,-3.0,2.1,80,25,49,6.09,13.7,3.28,0.0,0.0,1.79,삼척,37.4491,129.1651,2022-01-16
1.0,-5.6,-2.5,46,21,32,7.03,16.3,5.39,0.0,0.0,2.04,삼척,37.4491,129.1651,2022-01-17
1.2,-6.6,-3.3,65,17,38,5.1,12.5,2.92,0.0,0.0,1.55,삼척,37.4491,129.1651,2022-01-18
4.3,-3.7,-0.6,58,25,36,5.42,11.5,2.96,0.1,0.1,1.63,삼척,37.4491,129.1651,2022-01-19
1.1,-4.7,-1.7,74,56,62,6.72,15.0,4.62,3.1,0.0,1.16,삼척,37.4491,129.1651,2022-01-20
3.5,-6.7,-2.0,76,43,59,2.28,6.0,1.88,0.0,0.0,1.09,삼척,37.4491,129.1651,2022-01-21
7.9,-2.9,1.7,78,45,64,2.56,5.8,1.57,0.0,0.0,0.98,삼척,37.4491,129.1651,2022-01-22
7.4,0.6,3.6,90,67,78,4.74,10.5,2.35,2.6,0.5,0.98,삼척,37.4491,129.1651,2022-01-23
4.8,1.6,3.5,92,58,71,3.97,8.9,2.7,3.7,2.9,0.87,삼척,37.4491,129.1651,2022-01-24
7.0,1.1,3.8,80,58,68,4.4,9.8,1.69,0.0,0.0,0.73,삼척,37.4491,129.1651,2022-01-25
8.7,0.3,3.7,69,33,56,4.88,11.4,3.21,0.0,0.0,1.84,삼척,37.4491,129.1651,2022-01-26
6.8,-1.5,1.9,69,42,53,3.62,9.0,2.59,0.0,0.0,1.67,삼척,37.4491,129.1651,2022-01-27
5.6,-2.6,0.6,68,28,44,5.19,11.4,3.37,0.0,0.0,2.0,삼척,37.4491,129.1651,2022-01-28
5.3,-3.8,-0.0,46,23,34,5.69,12.3,3.75,0.0,0.0,2.17,삼척,37.4491,129.1651,2022-01-29
4.4,-3.7,-0.6,73,23,39,4.49,11.1,3.05,0.0,0.0,1.89,삼척,37.4491,129.1651,2022-01-30
6.2,-3.7,0.6,47,14,29,4.59,10.6,3.35,0.0,0.0,2.27,삼척,37.4491,129.1651,2022-01-31
3.5,-1.4,0.9,65,32,47,8.6,19.6,5.72,0.0,0.0,2.03,삼척,37.4491,129.1651,2022-02-01
4.2,-3.0,-0.4,62,24,42,7.58,17.1,5.83,0.0,0.0,2.24,삼척,37.4491,129.1651,2022-02-02
4.8,-3.9,-0.4,50,18,33,6.51,16.3,4.56,0.0,0.0,2.37,삼척,37.4491,129.1651,2022-02-03
1.8,-4.8,-2.0,40,22,30,7.94,17.4,5.49,0.0,0.0,2.31,삼척,37.4491,129.1651,2022-02-04
-0.3,-7.7,-4.8,41,22,33,8.93,19.5,6.96,0.0,0.0,2.02,삼척,37.4491,129.1651,2022-02-05
2.9,-6.9,-2.1,41,20,32,8.2,18.6,5.93,0.0,0.0,2.3,삼척,37.4491,129.1651,2022-02-06
3.0,-4.9,-1.0,70,26,44,5.06,13.0,3.1,0.0,0.0,1.73,삼척,37.4491,129.1651,2022-02-07
5.8,-3.3,0.4,55,18,38,3.48,9.5,2.31,0.0,0.0,1.82,삼척,37.4491,129.1651,2022-02-08
7.8,-4.1,1.1,75,25,47,4.8,11.3,2.08,0.0,0.0,1.76,삼척,37.4491,129.1651,2022-02-09
7.4,-2.1,2.2,76,36,56,4.74,11.1,2.5,0.0,0.0,1.78,삼척,37.4491,129.1651,2022-02-10
9.2,-3.0,2.2,80,21,54,3.54,9.1,2.2,0.0,0.0,2.0,삼척,37.4491,129.1651,2022-02-11
8.1,1.4,4.8,84,44,58,3.94,9.5,2.76,0.4,0.4,1.96,삼척,37.4491,129.1651,2022-02-12
9.0,3.4,5.1,90,60,80,3.2,7.8,2.05,6.2,4.7,1.05,삼척,37.4491,129.1651,2022-02-13
10.2,0.0,4.6,87,35,68,4.59,11.1,2.54,0.4,0.4,1.67,삼척,37.4491,129.1651,2022-02-14
2.7,-5.0,-1.0,60,35,46,9.17,20.2,5.21,0.0,0.0,2.11,삼척,37.4491,129.1651,2022-02-15
-1.2,-7.2,-5.0,42,20,30,10.07,21.9,7.5,0.0,0.0,2.23,삼척,37.4491,129.1651,2022-02-16
0.5,-8.4,-4.2,51,18,34,7.1,16.0,4.84,0.0,0.0,2.04,삼척,37.4491,129.1651,2022-02-17
5.9,-4.6,0.5,58,25,42,4.84,11.8,2.67,0.0,0.0,2.07,삼척,37.4491,129.1651,2022-02-18
6.3,-0.8,3.1,57,22,34,3.6,8.6,1.94,0.0,0.0,1.63,삼척,37.4491,129.1651,2022-02-19
1.1,-6.4,-2.9,52,18,29,9.08,20.0,6.7,0.0,0.0,2.5,삼척,37.4491,129.1651,2022-02-20
4.5,-5.0,-0.7,47,26,32,9.12,19.8,5.92,0.0,0.0,2.54,삼척,37.4491,129.1651,2022-02-21
1.5,-4.9,-2.3,37,22,29,7.12,16.3,5.57,0.0,0.0,2.44,삼척,37.4491,129.1651,2022-02-22
1.6,-7.4,-3.2,59,17,30,6.5,14.1,4.27,0.0,0.0,2.26,삼척,37.4491,129.1651,2022-02-23
6.1,-5.6,-0.3,45,12,25,7.02,15.4,4.76,0.0,0.0,2.91,삼척,37.4491,129.1651,2022-02-24
10.1,-1.0,4.1,63,31,47,8.15,17.9,6.39,0.0,0.0,2.98,삼척,37.4491,129.1651,2022-02-25
12.0,4.0,7.3,75,33,55,9.33,19.9,7.2,1.5,1.5,2.93,삼척,37.4491,129.1651,2022-02-26
10.5,0.0,4.9,67,23,42,7.81,17.7,4.82,0.0,0.0,3.09,삼척,37.4491,129.1651,2022-02-27
12.8,-0.5,6.5,77,32,49,2.51,8.1,1.48,0.0,0.0,2.17,삼척,37.4491,129.1651,2022-02-28
14.0,4.0,7.4,93,33,62,4.22,10.5,1.65,1.7,1.7,1.89,삼척,37.4491,129.1651,2022-03-01
11.7,-0.2,5.4,80,23,48,6.23,15.1,3.2,0.0,0.0,3.03,삼척,37.4491,129.1651,2022-03-02
8.8,-1.3,4.4,77,37,55,4.39,11.5,2.39,0.0,0.0,2.34,삼척,37.4491,129.1651,2022-03-03
17.1,1.0,9.1,59,17,34,7.57,18.7,3.86,0.1,0.1,3.96,삼척,37.4491,129.1651,2022-03-04
9.7,1.2,4.6,65,18,33,8.7,21.0,6.72,0.0,0.0,3.51,삼척,37.4491,129.1651,2022-03-05
7.8,-1.1,2.3,62,17,35,6.31,14.1,4.35,0.0,0.0,3.03,삼척,37.4491,129.1651,2022-03-06
9.3,-1.8,3.7,73,21,42,4.83,11.7,2.52,0.0,0.0,2.58,삼척,37.4491,129.1651,2022-03-07
10.3,-0.7,4.9,72,31,49,3.58,9.8,2.08,0.0,0.0,2.51,삼척,37.4491,129.1651,2022-03-08
10.9,0.4,5.7,89,51,73,3.26,8.8,2.11,0.0,0.0,2.27,삼척,37.4491,129.1651,2022-03-09
18.4,2.1,10.3,81,19,46,3.22,7.0,1.98,0.0,0.0,3.27,삼척,37.4491,129.1651,2022-03-10
18.9,2.9,11.3,69,29,44,4.22,9.6,2.0,0.0,0.0,3.35,삼척,37.4491,129.1651,2022-03-11
12.0,3.9,9.4,91,58,77,3.41,8.7,2.03,0.0,0.0,2.07,삼척,37.4491,129.1651,2022-03-12
12.3,6.8,8.3,98,79,91,4.12,11.3,2.59,16.3,16.3,0.5,삼척,37.4491,129.1651,2022-03-13
15.6,6.9,9.6,94,63,81,8.76,22.8,4.02,1.8,1.8,1.56,삼척,37.4491,129.1651,2022-03-14
12.0,3.7,8.5,87,50,68,5.6,17.8,3.43,0.0,0.0,2.74,삼척,37.4491,129.1651,2022-03-15
18.1,3.3,9.6,90,37,63,3.63,9.0,1.79,0.0,0.0,2.97,삼척,37.4491,129.1651,2022-03-16
8.0,5.4,6.7,95,74,84,4.33,9.9,3.19,6.4,6.4,0.8,삼척,37.4491,129.1651,2022-03-17
5.4,3.8,4.6,94,60,79,5.09,12.2,4.32,10.9,10.4,1.0,삼척,37.4491,129.1651,2022-03-18
4.5,1.8,3.1,99,72,89,4.0,9.3,2.82,19.0,6.6,0.49,삼척,37.4491,129.1651,2022-03-19
10.1,2.0,5.0,87,45,72,3.45,7.8,1.77,4.7,4.4,1.74,삼척,37.4491,129.1651,2022-03-20
8.2,-1.4,4.5,81,55,70,4.66,11.0,2.83,1.5,1.5,2.09,삼척,37.4491,129.1651,2022-03-21
9.1,0.8,5.1,83,40,61,5.33,12.7,3.08,0.0,0.0,2.65,삼척,37.4491,129.1651,2022-03-22
11.3,1.1,6.4,80,41,55,4.71,10.6,2.26,0.0,0.0,2.0,삼척,37.4491,129.1651,2022-03-23
14.6,4.4,9.2,83,50,59,7.12,16.1,3.51,0.0,0.0,3.19,삼척,37.4491,129.1651,2022-03-24
18.3,6.7,12.2,81,48,63,3.44,7.8,2.04,1.2,1.2,2.56,삼척,37.4491,129.1651,2022-03-25
17.1,6.5,12.0,93,67,85,7.72,17.4,3.4,17.9,17.9,1.27,삼척,37.4491,129.1651,2022-03-26
16.8,6.5,10.6,88,28,54,6.54,16.0,3.53,0.0,0.0,3.7,삼척,37.4491,129.1651,2022-03-27
10.5,-0.8,5.8,65,32,46,5.06,11.7,2.77,0.0,0.0,3.19,삼척,37.4491,129.1651,2022-03-28
16.8,1.8,9.2,68,38,57,3.28,7.2,2.09,0.0,0.0,3.59,삼척,37.4491,129.1651,2022-03-29
14.5,6.8,10.6,95,55,69,3.26,8.4,1.97,5.0,5.0,2.55,삼척,37.4491,129.1651,2022-03-30
9.2,5.5,7.5,97,63,83,4.46,9.9,3.07,9.5,9.5,0.72,삼척,37.4491,129.1651,2022-03-31
8.7,1.8,6.0,82,64,72,3.19,8.6,2.14,1.1,1.1,2.17,삼척,37.4491,129.1651,2022-04-01
12.6,2.6,7.6,75,47,61,4.08,10.0,2.65,0.3,0.3,3.16,삼척,37.4491,129.1651,2022-04-02
13.2,0.7,7.9,85,44,66,3.07,7.8,2.19,0.0,0.0,3.13,삼척,37.4491,129.1651,2022-04-03
16.6,5.1,10.8,76,27,54,4.07,9.0,3.01,0.0,0.0,3.98,삼척,37.4491,129.1651,2022-04-04
19.3,3.4,12.4,61,23,38,5.32,13.6,2.37,0.0,0.0,4.35,삼척,37.4491,129.1651,2022-04-05
13.8,6.0,9.7,88,27,58,4.65,12.0,2.33,0.0,0.0,3.1,삼척,37.4491,129.1651,2022-04-06
18.2,7.0,12.0,74,29,47,5.0,11.8,2.51,0.9,0.9,4.13,삼척,37.4491,129.1651,2022-04-07
20.7,3.3,12.9,66,29,45,6.99,16.3,2.4,0.0,0.0,4.49,삼척,37.4491,129.1651,2022-04-08
25.7,16.0,20.7,36,26,32,13.3,29.3,10.2,0.0,0.0,8.67,삼척,37.4491,129.1651,2022-04-09
27.3,17.5,21.4,46,22,32,8.33,20.4,4.14,0.0,0.0,6.63,삼척,37.4491,129.1651,2022-04-10
25.4,14.4,20.0,60,34,46,5.38,11.8,2.35,0.0,0.0,5.13,삼척,37.4491,129.1651,2022-04-11
24.2,11.8,19.0,86,51,65,7.37,16.3,3.66,0.0,0.0,4.77,삼척,37.4491,129.1651,2022-04-12
11.0,8.1,9.2,89,67,83,6.14,13.9,4.0,11.2,11.2,0.98,삼척,37.4491,129.1651,2022-04-13
9.5,8.3,8.8,78,62,71,4.29,10.2,2.97,1.3,1.3,1.22,삼척,37.4491,129.1651,2022-04-14
12.0,6.3,9.1,73,48,60,4.22,10.7,2.75,0.0,0.0,3.31,삼척,37.4491,129.1651,2022-04-15
17.6,2.1,11.0,82,26,54,3.41,9.0,2.06,0.0,0.0,4.07,삼척,37.4491,129.1651,2022-04-16
19.8,10.0,14.9,40,23,31,5.87,12.4,3.54,0.0,0.0,5.45,삼척,37.4491,129.1651,2022-04-17
22.2,10.9,16.0,77,23,38,6.02,12.8,3.01,0.0,0.0,4.6,삼척,37.4491,129.1651,2022-04-18
19.3,6.3,13.6,54,34,45,3.55,9.2,2.16,0.0,0.0,4.25,삼척,37.4491,129.1651,2022-04-19
23.8,11.1,17.2,42,20,32,4.43,11.4,2.65,0.0,0.0,5.55,삼척,37.4491,129.1651,2022-04-20
22.1,8.2,16.1,53,24,37,3.4,8.2,2.13,0.0,0.0,4.1,삼척,37.4491,129.1651,2022-04-21
25.8,12.6,19.0,84,37,55,6.04,15.8,3.03,0.0,0.0,4.89,삼척,37.4491,129.1651,2022-04-22
17.4,11.5,15.7,83,45,66,4.33,9.9,2.45,0.0,0.0,3.55,삼척,37.4491,129.1651,2022-04-23
25.5,10.8,18.6,83,40,62,4.33,9.7,1.55,0.0,0.0,4.85,삼척,37.4491,129.1651,2022-04-24
22.0,14.7,19.7,72,40,52,5.7,13.0,2.67,0.0,0.0,4.05,삼척,37.4491,129.1651,2022-04-25
22.4,15.2,18.5,93,47,79,5.15,13.0,2.07,17.6,17.6,2.64,삼척,37.4491,129.1651,2022-04-26
20.6,11.7,15.0,75,36,54,5.11,12.6,3.63,0.0,0.0,4.62,삼척,37.4491,129.1651,2022-04-27
16.9,9.4,13.4,83,61,71,4.54,11.0,2.87,0.0,0.0,3.27,삼척,37.4491,129.1651,2022-04-28
12.1,7.7,9.8,91,74,83,6.05,13.4,3.78,20.8,20.8,1.03,삼척,37.4491,129.1651,2022-04-29
17.5,5.8,12.5,92,45,66,3.71,8.8,1.76,0.0,0.0,3.16,삼척,37.4491,129.1651,2022-04-30
17.8,7.5,13.4,73,26,45,5.05,11.6,3.13,0.1,0.1,4.65,삼척,37.4491,129.1651,2022-05-01
14.4,6.0,10.5,92,42,68,4.43,11.7,2.15,1.5,1.5,3.02,삼척,37.4491,129.1651,2022-05-02
21.5,4.5,14.5,92,30,51,10.79,22.9,5.82,0.0,0.0,6.0,삼척,37.4491,129.1651,2022-05-03
26.3,15.6,20.8,39,28,33,9.72,21.0,7.24,0.0,0.0,8.1,삼척,37.4491,129.1651,2022-05-04
25.4,14.9,20.4,64,40,47,9.6,20.3,3.27,0.0,0.0,6.2,삼척,37.4491,129.1651,2022-05-05
24.9,13.0,19.4,74,40,57,3.58,8.4,2.11,0.0,0.0,5.19,삼척,37.4491,129.1651,2022-05-06
20.9,10.3,15.2,92,54,74,6.6,15.3,2.78,4.5,4.5,1.8,삼척,37.4491,129.1651,2022-05-07
16.3,9.4,13.2,86,40,61,2.83,7.4,1.87,0.8,0.8,2.2,삼척,37.4491,129.1651,2022-05-08
18.4,9.5,14.4,86,37,61,2.88,8.0,1.75,1.1,1.1,4.37,삼척,37.4491,129.1651,2022-05-09
19.2,8.8,14.2,70,38,52,4.65,11.1,2.57,0.0,0.0,4.32,삼척,37.4491,129.1651,2022-05-10
21.7,10.6,16.9,72,42,53,3.35,8.3,2.05,0.0,0.0,4.54,삼척,37.4491,129.1651,2022-05-11
19.3,13.4,16.4,86,57,72,4.44,10.5,2.73,0.0,0.0,3.24,삼척,37.4491,129.1651,2022-05-12
15.4,11.2,13.1,89,74,82,4.7,10.9,2.9,3.8,3.8,1.53,삼척,37.4491,129.1651,2022-05-13
21.2,8.1,15.1,92,29,60,4.78,11.9,2.68,0.0,0.0,4.56,삼척,37.4491,129.1651,2022-05-14
16.9,9.3,14.3,65,40,47,4.61,9.9,3.13,0.0,0.0,4.89,삼척,37.4491,129.1651,2022-05-15
23.3,12.6,17.5,65,28,37,5.76,13.0,3.55,0.2,0.2,6.1,삼척,37.4491,129.1651,2022-05-16
23.9,13.4,19.1,71,35,52,5.42,12.5,2.36,0.6,0.6,5.41,삼척,37.4491,129.1651,2022-05-17
26.5,14.0,20.9,71,31,48,6.08,14.8,3.31,0.0,0.0,5.27,삼척,37.4491,129.1651,2022-05-18
25.2,16.0,21.3,53,26,40,4.87,12.8,2.21,0.0,0.0,5.11,삼척,37.4491,129.1651,2022-05-19
26.6,17.8,22.0,60,28,39,5.01,13.0,2.41,0.0,0.0,5.93,삼척,37.4491,129.1651,2022-05-20
27.3,14.7,21.9,69,35,50,6.48,13.7,2.4,0.0,0.0,5.78,삼척,37.4491,129.1651,2022-05-21
25.1,15.3,20.2,89,47,62,7.87,15.9,3.6,0.1,0.1,5.05,삼척,37.4491,129.1651,2022-05-22
26.7,13.1,21.0,93,44,64,4.88,11.8,2.61,0.0,0.0,5.49,삼척,37.4491,129.1651,2022-05-23
29.5,17.9,24.3,75,39,54,4.22,10.4,2.84,0.0,0.0,6.15,삼척,37.4491,129.1651,2022-05-24
27.8,18.2,24.1,68,37,51,5.95,13.4,2.75,0.1,0.1,5.94,삼척,37.4491,129.1651,2022-05-25
25.2,16.8,20.7,75,26,48,5.69,14.0,2.52,0.7,0.7,5.71,삼척,37.4491,129.1651,2022-05-26
23.1,14.1,18.7,78,39,57,5.15,12.3,2.37,0.5,0.5,3.79,삼척,37.4491,129.1651,2022-05-27
30.5,15.5,24.2,65,24,40,7.97,17.7,4.83,0.0,0.0,7.63,삼척,37.4491,129.1651,2022-05-28
28.5,18.7,24.4,59,26,37,9.3,19.2,4.05,0.0,0.0,7.43,삼척,37.4491,129.1651,2022-05-29
22.5,16.4,19.7,96,48,63,3.62,8.0,1.59,0.1,0.1,3.28,삼척,37.4491,129.1651,2022-05-30
26.1,13.8,20.7,98,30,57,3.09,8.3,2.04,0.4,0.4,5.47,삼척,37.4491,129.1651,2022-05-31
30.3,17.1,22.5,63,16,39,3.49,9.0,1.8,0.0,0.0,5.63,삼척,37.4491,129.1651,2022-06-01
29.3,16.3,22.9,68,25,41,4.03,9.9,2.55,0.0,0.0,6.59,삼척,37.4491,129.1651,2022-06-02
21.9,17.2,19.5,89,60,71,4.72,10.9,2.66,0.1,0.1,4.48,삼척,37.4491,129.1651,2022-06-03
22.7,16.4,19.0,89,58,76,5.72,13.6,3.32,0.2,0.2,3.96,삼척,37.4491,129.1651,2022-06-04
20.1,15.9,17.6,99,71,87,4.02,10.1,3.15,6.1,6.1,1.77,삼척,37.4491,129.1651,2022-06-05
16.7,13.9,15.5,100,90,95,7.23,16.6,4.54,53.5,53.5,0.79,삼척,37.4491,129.1651,2022-06-06
16.4,13.6,14.8,94,74,84,4.59,10.4,3.51,5.0,5.0,2.16,삼척,37.4491,129.1651,2022-06-07
17.9,13.6,15.4,92,68,78,2.62,7.2,1.35,0.0,0.0,3.08,삼척,37.4491,129.1651,2022-06-08
19.8,12.3,16.3,98,74,88,2.92,8.1,1.54,2.7,2.7,3.08,삼척,37.4491,129.1651,2022-06-09
23.6,13.1,19.1,97,70,86,2.61,7.3,1.35,0.5,0.5,4.26,삼척,37.4491,129.1651,2022-06-10
20.2,16.1,18.7,100,84,90,4.2,9.8,1.81,0.6,0.6,2.68,삼척,37.4491,129.1651,2022-06-11
20.2,13.9,17.5,98,78,88,2.81,7.7,1.78,0.2,0.2,3.4,삼척,37.4491,129.1651,2022-06-12
20.7,16.4,18.2,96,65,83,5.28,12.6,2.93,1.2,1.2,3.43,삼척,37.4491,129.1651,2022-06-13
17.9,15.6,16.7,97,73,85,4.84,11.4,3.11,7.8,7.8,2.57,삼척,37.4491,129.1651,2022-06-14
18.4,13.8,15.9,98,77,88,4.58,11.0,3.28,15.6,15.6,2.59,삼척,37.4491,129.1651,2022-06-15
23.9,14.1,20.1,99,65,81,3.55,8.7,1.48,1.2,1.2,4.15,삼척,37.4491,129.1651,2022-06-16
28.5,16.0,23.2,89,55,73,3.79,9.6,1.73,0.0,0.0,5.5,삼척,37.4491,129.1651,2022-06-17
28.8,19.6,24.0,92,62,82,3.49,8.7,1.68,0.9,0.9,4.69,삼척,37.4491,129.1651,2022-06-18
27.9,20.7,24.5,95,70,84,3.31,8.4,1.39,0.6,0.6,4.62,삼척,37.4491,129.1651,2022-06-19
26.8,20.8,23.7,94,70,84,3.31,8.3,1.69,0.0,0.0,4.76,삼척,37.4491,129.1651,2022-06-20
28.1,20.3,24.2,95,72,84,4.67,10.6,2.09,0.0,0.0,4.85,삼척,37.4491,129.1651,2022-06-21
28.3,21.0,25.6,95,72,82,2.53,6.9,1.51,0.0,0.0,4.78,삼척,37.4491,129.1651,2022-06-22
31.9,22.4,26.8,91,59,77,4.16,13.1,2.52,4.2,4.2,4.24,삼척,37.4491,129.1651,2022-06-23
30.2,23.4,27.0,100,55,70,7.24,16.1,4.05,13.2,13.2,5.3,삼척,37.4491,129.1651,2022-06-24
32.2,21.1,27.0,77,42,60,7.65,17.0,4.92,0.0,0.0,6.86,삼척,37.4491,129.1651,2022-06-25
30.9,25.4,27.8,85,62,70,9.66,22.0,4.43,0.1,0.1,4.98,삼척,37.4491,129.1651,2022-06-26
29.4,24.5,26.4,94,72,83,4.62,11.7,2.19,7.7,7.7,2.15,삼척,37.4491,129.1651,2022-06-27
31.4,26.2,28.7,79,61,71,5.28,13.9,3.1,0.0,0.0,3.65,삼척,37.4491,129.1651,2022-06-28
31.0,26.3,28.3,89,64,73,8.57,20.9,3.16,0.9,0.9,3.69,삼척,37.4491,129.1651,2022-06-29
29.0,23.7,26.7,98,75,86,2.13,8.1,1.27,2.4,2.4,3.05,삼척,37.4491,129.1651,2022-06-30
30.5,22.7,27.2,96,64,81,3.96,9.5,1.82,0.6,0.6,5.21,삼척,37.4491,129.1651,2022-07-01
30.1,22.1,26.8,95,66,83,2.4,6.5,1.47,0.0,0.0,5.16,삼척,37.4491,129.1651,2022-07-02
31.9,24.3,27.8,88,59,77,3.94,7.7,2.09,0.0,0.0,5.3,삼척,37.4491,129.1651,2022-07-03
30.4,24.4,27.3,94,62,82,3.13,6.6,1.69,0.6,0.6,4.29,삼척,37.4491,129.1651,2022-07-04
